id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A2b-054,A2b,54,Tinkaton ex,A2b,Shining Revelry,Double Rare,Metal,Pokemon,a2b-54-tinkaton-ex,170,Stage 2,"[{""info"": ""{MMC} Terrific Thumping 80+"", ""effect"": ""Flip a coin. If heads, this attack does 80 more damage.""}]",[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-055,A2b,55,Varoom,A2b,Shining Revelry,Common,Metal,Pokemon,a2b-55-varoom,70,Basic,"[{""info"": ""{M} Headbutt 10"", ""effect"": """"}]",[],It is said that this Pokémon was born when an<br />unknown poison Pokémon entered and inspirited<br />an engine left at a scrap-processing factory.,Fire,1,
A2b-056,A2b,56,Revavroom,A2b,Shining Revelry,Uncommon,Metal,Pokemon,a2b-56-revavroom,110,Stage 1,"[{""info"": ""{MMC} Spinning Drift 70"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from\u2014and effects of\u2014attacks done to this Pok\u00e9mon.""}]",[],It creates a gas out of poison and minerals from<br />rocks. It then detonates the gas in its cylinders—<br />now numbering eight—to generate energy.,Fire,2,
A2b-057,A2b,57,Gholdengo,A2b,Shining Revelry,Rare,Metal,Pokemon,a2b-57-gholdengo,120,Stage 1,"[{""info"": ""{MCC} Scintillating Surfing 50x"", ""effect"": ""Flip a coin for each {M} Energy attached to this Pok\u00e9mon. This attack does 50 damage for each heads.""}]",[],"Its body seems to be made up of 1,000 coins.<br />This Pokémon gets along well with others and is<br />quick to make friends with anybody.",Fire,2,
A2b-058,A2b,58,Rattata,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-58-rattata,50,Basic,"[{""info"": ""{C} Tackle 10"", ""effect"": """"}]",[],"Its incisors grow continuously throughout its life.<br />If its incisors get too long, this Pokémon<br />becomes unable to eat, and it starves to death.",Fighting,1,
A2b-059,A2b,59,Raticate,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-59-raticate,90,Stage 1,"[{""info"": ""{CC} Tackle 50"", ""effect"": """"}]",[],People say that it fled from its enemies by<br />using its small webbed hind feet to swim<br />from island to island in Alola.,Fighting,1,
A2b-060,A2b,60,Jigglypuff,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-60-jigglypuff,60,Basic,"[{""info"": ""{C} Rollout 20"", ""effect"": """"}]",[],"It hugely inflates its stomach and sings a<br />mysterious melody. If you hear this melody,<br />you’ll become sleepy right away.",Fighting,1,
A2b-061,A2b,61,Wigglytuff,A2b,Shining Revelry,Rare,Colorless,Pokemon,a2b-61-wigglytuff,100,Stage 1,"[{""info"": ""{CC} Gentle Slap 50"", ""effect"": """"}]","[{""info"": ""Comforting Song"", ""effect"": ""Once during your turn, you may heal 20 damage from your Active Pok\u00e9mon.""}]","It has a very fine fur. Take care not to make it<br />angry, or it may inflate steadily and hit with a<br />body slam.",Fighting,2,
A2b-062,A2b,62,Lickitung,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-62-lickitung,80,Basic,"[{""info"": ""{CC} Rollout 30"", ""effect"": """"}]",[],"If this Pokémon’s sticky saliva gets on you and<br />you don’t clean it off, an intense itch will set in.<br />The itch won’t go away, either.",Fighting,2,
A2b-063,A2b,63,Lickilicky,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-63-lickilicky,130,Stage 1,"[{""info"": ""{CCC} Rollout 70"", ""effect"": """"}]",[],Lickilicky’s strange tongue can stretch to many<br />times the length of its body. No one has figured<br />out how Lickilicky’s tongue can stretch so far.,Fighting,3,
A2b-064,A2b,64,Bidoof,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-64-bidoof,70,Basic,"[{""info"": ""{CC} Headbutt 30"", ""effect"": """"}]",[],"With nerves of steel, nothing can perturb it. It is<br />more agile and active than it appears.",Fighting,2,
A2b-065,A2b,65,Bibarel ex,A2b,Shining Revelry,Double Rare,Colorless,Pokemon,a2b-65-bibarel-ex,160,Stage 1,"[{""info"": ""{CCCC} Carefree Press 100"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-066,A2b,66,Buneary,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-66-buneary,50,Basic,"[{""info"": ""{C} Pound 20"", ""effect"": """"}]",[],"If both of Buneary’s ears are rolled up, something<br />is wrong with its body or mind. It’s a sure sign the<br />Pokémon is in need of care.",Fighting,1,
A2b-067,A2b,67,Lopunny,A2b,Shining Revelry,Common,Colorless,Pokemon,a2b-67-lopunny,100,Stage 1,"[{""info"": ""{C} Hopping Shot 30"", ""effect"": """"}]",[],"Lopunny is constantly monitoring its surroundings.<br />If danger approaches, this Pokémon responds<br />with superdestructive kicks.",Fighting,1,
A2b-068,A2b,68,Cyclizar,A2b,Shining Revelry,Uncommon,Colorless,Pokemon,a2b-68-cyclizar,80,Basic,"[{""info"": ""{C} Overacceleration 20"", ""effect"": ""During your next turn, this Pok\u00e9mon's Overacceleration attack does +20 damage.""}]",[],"Apparently Cyclizar has been allowing people to<br />ride on its back since ancient times. Depictions of<br />this have been found in 10,000-year-old murals.",Fighting,1,
A2b-069,A2b,69,Iono,A2b,Shining Revelry,Uncommon,,Supporter,a2b-69-iono,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-070,A2b,70,Pokémon Center Lady,A2b,Shining Revelry,Uncommon,,Supporter,a2b-70-pokemon-center-lady,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-071,A2b,71,Red,A2b,Shining Revelry,Uncommon,,Supporter,a2b-71-red,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-072,A2b,72,Team Rocket Grunt,A2b,Shining Revelry,Uncommon,,Supporter,a2b-72-team-rocket-grunt,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-073,A2b,73,Meowscarada,A2b,Shining Revelry,Art Rare,Grass,Pokemon,a2b-73-meowscarada,140,Stage 2,"[{""info"": ""{GG} Fighting Claws 60+"", ""effect"": ""If your opponent's Active Pok\u00e9mon is a Pok\u00e9mon ex, this attack does 70 more damage.""}]",[],"This Pokémon uses the reflective fur lining its<br />cape to camouflage the stem of its flower,<br />creating the illusion that the flower is floating.",Fire,1,
A2b-074,A2b,74,Buizel,A2b,Shining Revelry,Art Rare,Water,Pokemon,a2b-74-buizel,70,Basic,"[{""info"": ""{W} Water Gun 10"", ""effect"": """"}]",[],"It inflates its flotation sac, keeping its face above<br />water in order to watch for prey movement.",Lightning,1,
A2b-075,A2b,75,Tatsugiri,A2b,Shining Revelry,Art Rare,Water,Pokemon,a2b-75-tatsugiri,70,Basic,"[{""info"": ""{W} Rain Splash 20"", ""effect"": """"}]","[{""info"": ""Retreat Directive"", ""effect"": ""Your Active <a class=\""localized-string__link\"" href=\""/pokemon/dondozo/\"">Dondozo</a> has no Retreat Cost.""}]",This is a small dragon Pokémon. It lives inside the<br />mouth of Dondozo to protect itself from enemies<br />on the outside.,Lightning,1,
A2b-076,A2b,76,Grafaiai,A2b,Shining Revelry,Art Rare,Darkness,Pokemon,a2b-76-grafaiai,90,Stage 1,"[{""info"": ""{DD} Bite 40"", ""effect"": """"}]","[{""info"": ""Poison Coating"", ""effect"": ""Once during your turn, you may flip a coin. If heads, your opponent\u2019s Active Pok\u00e9mon is now Poisoned.""}]",The color of the poisonous saliva depends on<br />what the Pokémon eats. Grafaiai covers its fingers<br />in its saliva and draws patterns on trees in forests.,Fighting,1,
A2b-077,A2b,77,Gholdengo,A2b,Shining Revelry,Art Rare,Metal,Pokemon,a2b-77-gholdengo,120,Stage 1,"[{""info"": ""{MCC} Scintillating Surfing 50x"", ""effect"": ""Flip a coin for each {M} Energy attached to this Pok\u00e9mon. This attack does 50 damage for each heads.""}]",[],"Its body seems to be made up of 1,000 coins.<br />This Pokémon gets along well with others and is<br />quick to make friends with anybody.",Fire,2,
A2b-078,A2b,78,Wigglytuff,A2b,Shining Revelry,Art Rare,Colorless,Pokemon,a2b-78-wigglytuff,100,Stage 1,"[{""info"": ""{CC} Gentle Slap 50"", ""effect"": """"}]","[{""info"": ""Comforting Song"", ""effect"": ""Once during your turn, you may heal 20 damage from your Active Pok\u00e9mon.""}]","It has a very fine fur. Take care not to make it<br />angry, or it may inflate steadily and hit with a<br />body slam.",Fighting,2,
A2b-079,A2b,79,Beedrill ex,A2b,Shining Revelry,Super Rare,Grass,Pokemon,a2b-79-beedrill-ex,170,Stage 2,"[{""info"": ""{GG} Crushing Spear 80"", ""effect"": ""Discard a random Energy from your opponent's Active Pok\u00e9mon.""}]",[],,Fire,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-080,A2b,80,Charizard ex,A2b,Shining Revelry,Super Rare,Fire,Pokemon,a2b-80-charizard-ex,180,Stage 2,"[{""info"": ""{R} Stoke"", ""effect"": ""Take 3 {R} Energy from your Energy Zone and attach it to this Pok\u00e9mon.""}, {""info"": ""{RRRCC} Steam Artillery 150"", ""effect"": """"}]",[],,Water,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-081,A2b,81,Wugtrio ex,A2b,Shining Revelry,Super Rare,Water,Pokemon,a2b-81-wugtrio-ex,140,Stage 1,"[{""info"": ""{WWW} Pop Out Throughout"", ""effect"": ""1 of your opponent's Pok\u00e9mon is chosen at random 3 times. For each time a Pok\u00e9mon was chosen, do 50 damage to it.""}]",[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-082,A2b,82,Pikachu ex,A2b,Shining Revelry,Super Rare,Lightning,Pokemon,a2b-82-pikachu-ex,120,Basic,"[{""info"": ""{LLL} Thunderbolt 150"", ""effect"": ""Discard all Energy from this Pok\u00e9mon.""}]",[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-083,A2b,83,Giratina ex,A2b,Shining Revelry,Super Rare,Psychic,Pokemon,a2b-83-giratina-ex,150,Basic,"[{""info"": ""{PPPC} Chaotic Impact 130"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself.""}]","[{""info"": ""Broken-Space Bellow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to this Pok\u00e9mon. If you use this Ability, your turn ends.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-084,A2b,84,Lucario ex,A2b,Shining Revelry,Super Rare,Fighting,Pokemon,a2b-84-lucario-ex,150,Stage 1,"[{""info"": ""{FFF} Aura Sphere 100"", ""effect"": ""This attack also does 30 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]",[],,Psychic,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-085,A2b,85,Paldean Clodsire ex,A2b,Shining Revelry,Super Rare,Darkness,Pokemon,a2b-85-paldean-clodsire-ex,160,Stage 1,"[{""info"": ""{DD} Venoshock 60+"", ""effect"": ""If your opponent's Active Pok\u00e9mon is Poisoned, this attack does 60 more damage.""}]",[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-086,A2b,86,Tinkaton ex,A2b,Shining Revelry,Super Rare,Metal,Pokemon,a2b-86-tinkaton-ex,170,Stage 2,"[{""info"": ""{MMC} Terrific Thumping 80+"", ""effect"": ""Flip a coin. If heads, this attack does 80 more damage.""}]",[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-087,A2b,87,Bibarel ex,A2b,Shining Revelry,Super Rare,Colorless,Pokemon,a2b-87-bibarel-ex,160,Stage 1,"[{""info"": ""{CCCC} Carefree Press 100"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-088,A2b,88,Iono,A2b,Shining Revelry,Super Rare,,Supporter,a2b-88-iono,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-089,A2b,89,Pokémon Center Lady,A2b,Shining Revelry,Super Rare,,Supporter,a2b-89-pokemon-center-lady,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-090,A2b,90,Red,A2b,Shining Revelry,Super Rare,,Supporter,a2b-90-red,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-091,A2b,91,Team Rocket Grunt,A2b,Shining Revelry,Super Rare,,Supporter,a2b-91-team-rocket-grunt,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2b-092,A2b,92,Pikachu ex,A2b,Shining Revelry,Special Art Rare,Lightning,Pokemon,a2b-92-pikachu-ex,120,Basic,"[{""info"": ""{LLL} Thunderbolt 150"", ""effect"": ""Discard all Energy from this Pok\u00e9mon.""}]",[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-093,A2b,93,Paldean Clodsire ex,A2b,Shining Revelry,Special Art Rare,Darkness,Pokemon,a2b-93-paldean-clodsire-ex,160,Stage 1,"[{""info"": ""{DD} Venoshock 60+"", ""effect"": ""If your opponent's Active Pok\u00e9mon is Poisoned, this attack does 60 more damage.""}]",[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-094,A2b,94,Tinkaton ex,A2b,Shining Revelry,Special Art Rare,Metal,Pokemon,a2b-94-tinkaton-ex,170,Stage 2,"[{""info"": ""{MMC} Terrific Thumping 80+"", ""effect"": ""Flip a coin. If heads, this attack does 80 more damage.""}]",[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-095,A2b,95,Bibarel ex,A2b,Shining Revelry,Special Art Rare,Colorless,Pokemon,a2b-95-bibarel-ex,160,Stage 1,"[{""info"": ""{CCCC} Carefree Press 100"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",[],,Fighting,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-096,A2b,96,Giratina ex,A2b,Shining Revelry,Immersive Rare,Psychic,Pokemon,a2b-96-giratina-ex,150,Basic,"[{""info"": ""{PPPC} Chaotic Impact 130"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself.""}]","[{""info"": ""Broken-Space Bellow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to this Pok\u00e9mon. If you use this Ability, your turn ends.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-097,A2b,97,Weedle,A2b,Shining Revelry,Shiny,Grass,Pokemon,a2b-97-weedle,50,Basic,"[{""info"": ""{G} Multiply"", ""effect"": ""Put 1 random Weedle from your deck onto your Bench.""}]",[],"Often found in forests and grasslands.<br />It has a sharp, toxic barb of around two inches<br />on top of its head.",Fire,1,
A2b-098,A2b,98,Kakuna,A2b,Shining Revelry,Shiny,Grass,Pokemon,a2b-98-kakuna,80,Stage 1,"[{""info"": ""{G} String Shot 20"", ""effect"": ""Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.""}]",[],"Almost incapable of moving, this Pokémon can only<br />harden its shell to protect itself when it is<br />in danger.",Fire,2,
A2b-099,A2b,99,Charmander,A2b,Shining Revelry,Shiny,Fire,Pokemon,a2b-99-charmander,60,Basic,"[{""info"": ""{R} Combustion 20"", ""effect"": """"}]",[],"It has a preference for hot things. When it rains,<br />steam is said to spout from the tip of its tail.",Water,1,
A2b-100,A2b,100,Charmeleon,A2b,Shining Revelry,Shiny,Fire,Pokemon,a2b-100-charmeleon,90,Stage 1,"[{""info"": ""{RR} Combustion 40"", ""effect"": """"}]",[],"It has a barbaric nature. In battle, it whips its<br />fiery tail around and slashes away with sharp claws.",Water,2,
A2b-101,A2b,101,Wiglett,A2b,Shining Revelry,Shiny,Water,Pokemon,a2b-101-wiglett,60,Basic,"[{""info"": ""{W} Spring Out"", ""effect"": ""1 of your opponent's Pok\u00e9mon is chosen at random. Do 30 damage to it.""}]",[],This Pokémon can pick up the scent of a Veluza<br />just over 65 feet away and will hide itself in<br />the sand.,Lightning,1,
A2b-102,A2b,102,Dondozo,A2b,Shining Revelry,Shiny,Water,Pokemon,a2b-102-dondozo,120,Basic,"[{""info"": ""{WWCC} Ocean Cyclone 80"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],"This Pokémon is a glutton, but it’s bad at getting<br />food. It teams up with a Tatsugiri to catch prey.",Lightning,3,
A2b-103,A2b,103,Pachirisu,A2b,Shining Revelry,Shiny,Lightning,Pokemon,a2b-103-pachirisu,70,Basic,"[{""info"": ""{L} Plasma 10"", ""effect"": ""Take a {L} Energy from your Energy Zone and attach it to 1 of your Benched {L} Pok\u00e9mon.""}]",[],It’s one of the kinds of Pokémon with electric<br />cheek pouches. It shoots charges from its tail.,Fighting,1,
A2b-104,A2b,104,Riolu,A2b,Shining Revelry,Shiny,Fighting,Pokemon,a2b-104-riolu,70,Basic,"[{""info"": ""{FF} Punch 40"", ""effect"": """"}]",[],They communicate with one another using their<br />auras. They are able to run all through the night.,Psychic,1,
A2b-105,A2b,105,Varoom,A2b,Shining Revelry,Shiny,Metal,Pokemon,a2b-105-varoom,70,Basic,"[{""info"": ""{M} Headbutt 10"", ""effect"": """"}]",[],It is said that this Pokémon was born when an<br />unknown poison Pokémon entered and inspirited<br />an engine left at a scrap-processing factory.,Fire,1,
A2b-106,A2b,106,Revavroom,A2b,Shining Revelry,Shiny,Metal,Pokemon,a2b-106-revavroom,110,Stage 1,"[{""info"": ""{MMC} Spinning Drift 70"", ""effect"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from\u2014and effects of\u2014attacks done to this Pok\u00e9mon.""}]",[],It creates a gas out of poison and minerals from<br />rocks. It then detonates the gas in its cylinders—<br />now numbering eight—to generate energy.,Fire,2,
A2b-107,A2b,107,Beedrill ex,A2b,Shining Revelry,Shiny Super Rare,Grass,Pokemon,a2b-107-beedrill-ex,170,Stage 2,"[{""info"": ""{GG} Crushing Spear 80"", ""effect"": ""Discard a random Energy from your opponent's Active Pok\u00e9mon.""}]",[],,Fire,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-108,A2b,108,Charizard ex,A2b,Shining Revelry,Shiny Super Rare,Fire,Pokemon,a2b-108-charizard-ex,180,Stage 2,"[{""info"": ""{R} Stoke"", ""effect"": ""Take 3 {R} Energy from your Energy Zone and attach it to this Pok\u00e9mon.""}, {""info"": ""{RRRCC} Steam Artillery 150"", ""effect"": """"}]",[],,Water,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-109,A2b,109,Wugtrio ex,A2b,Shining Revelry,Shiny Super Rare,Water,Pokemon,a2b-109-wugtrio-ex,140,Stage 1,"[{""info"": ""{WWW} Pop Out Throughout"", ""effect"": ""1 of your opponent's Pok\u00e9mon is chosen at random 3 times. For each time a Pok\u00e9mon was chosen, do 50 damage to it.""}]",[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-110,A2b,110,Lucario ex,A2b,Shining Revelry,Shiny Super Rare,Fighting,Pokemon,a2b-110-lucario-ex,150,Stage 1,"[{""info"": ""{FFF} Aura Sphere 100"", ""effect"": ""This attack also does 30 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]",[],,Psychic,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2b-111,A2b,111,Poké Ball,A2b,Shining Revelry,Crown Rare,,Item,a2b-111-poke-ball,0,Item,,,,,,You may play any number of Item cards during your turn.
A3-004,A3,4,Masquerain,A3,Celestial Guardians,Uncommon,Grass,Pokemon,a3-4-masquerain,90,Stage 1,,[],It flaps its four wings to hover and fly freely in<br />any direction—to and fro and sideways.,Fire,0,
A3-006,A3,6,Karrablast,A3,Celestial Guardians,Common,Grass,Pokemon,a3-6-karrablast,60,Basic,,[],Its strange physiology reacts to electrical energy in interesting ways.<br />The presence of a Shelmet will cause this Pokémon to evolve.,Fire,1,
A3-007,A3,7,Phantump,A3,Celestial Guardians,Common,Grass,Pokemon,a3-7-phantump,60,Basic,,[],"After a lost child perished in the forest,<br />their spirit possessed a tree stump, causing<br />the spirit’s rebirth as this Pokémon.",Fire,1,
A3-008,A3,8,Trevenant,A3,Celestial Guardians,Uncommon,Grass,Pokemon,a3-8-trevenant,130,Stage 1,,[],"People fear it due to a belief that it devours any<br />who try to cut down trees in its forest, but to the<br />Pokémon it shares its woods with, it’s kind.",Fire,3,
A3-009,A3,9,Rowlet,A3,Celestial Guardians,Common,Grass,Pokemon,a3-9-rowlet,60,Basic,,[],"It sends its feathers, which are as sharp<br />as blades, flying in attack. Its legs are strong,<br />so its kicks are also formidable.",Fire,1,
A3-014,A3,14,Fomantis,A3,Celestial Guardians,Common,Grass,Pokemon,a3-14-fomantis,60,Basic,,[],Fomantis hates having its naps interrupted.<br />It fires off beams using energy it gathers by<br />bathing in the sun.,Fire,1,
A3-015,A3,15,Lurantis,A3,Celestial Guardians,Uncommon,Grass,Pokemon,a3-15-lurantis,90,Stage 1,,[],"By masquerading as a bug Pokémon, it lowers the<br />guard of actual bug Pokémon lured in by a scent of<br />sweet flowers. Its sickles bring them down.",Fire,1,
A3-018,A3,18,Bounsweet,A3,Celestial Guardians,Common,Grass,Pokemon,a3-18-bounsweet,50,Basic,,[],"Its sweat is sweet, like syrup made from boiled-down<br />fruit. Because of this, Bounsweet was highly valued in<br />the past, when sweeteners were scarce.",Fire,1,
A3-019,A3,19,Steenee,A3,Celestial Guardians,Uncommon,Grass,Pokemon,a3-19-steenee,80,Stage 1,,[],Steenee spreads a sweet scent that<br />makes others feel invigorated. This same<br />scent is popular for antiperspirants.,Fire,1,
A3-020,A3,20,Tsareena,A3,Celestial Guardians,Rare,Grass,Pokemon,a3-20-tsareena,130,Stage 2,,[],"This Pokémon is proud and aggressive. However, it is<br />said that a Tsareena will instantly become calm if<br />someone touches the crown on its calyx.",Fire,2,
A3-021,A3,21,Wimpod,A3,Celestial Guardians,Common,Grass,Pokemon,a3-21-wimpod,70,Basic,,"[{""info"": ""Wimp Out"", ""effect"": ""During your first turn, this Pok\u00e9mon has no Retreat Cost.""}]","It’s nature’s cleaner—it eats anything and everything, <br />including garbage and rotten things. The ground near <br />its nest is always clean.",Fire,3,
A3-022,A3,22,Golisopod,A3,Celestial Guardians,Rare,Grass,Pokemon,a3-22-golisopod,120,Stage 1,,[],"It will do anything to win, taking advantage<br />of every opening and finishing opponents<br />off with the small claws on its front legs.",Fire,2,
A3-023,A3,23,Dhelmise ex,A3,Celestial Guardians,Double Rare,Grass,Pokemon,a3-23-dhelmise-ex,140,Basic,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-024,A3,24,Tapu Bulu,A3,Celestial Guardians,Rare,Grass,Pokemon,a3-24-tapu-bulu,120,Basic,,[],"Although it’s called a guardian deity, it’s violent<br />enough to crush anyone it sees as an enemy.",Fire,2,
A3-025,A3,25,Growlithe,A3,Celestial Guardians,Common,Fire,Pokemon,a3-25-growlithe,70,Basic,,[],It has a brave and trustworthy nature. It fearlessly<br />stands up to bigger and stronger foes.,Water,2,
A3-028,A3,28,Fletchinder,A3,Celestial Guardians,Common,Fire,Pokemon,a3-28-fletchinder,80,Stage 1,,[],Fletchinder scatters embers in tall grass<br />where bug Pokémon might be hiding and<br />then catches them as they come leaping out.,Lightning,1,
A3-029,A3,29,Talonflame,A3,Celestial Guardians,Rare,Fire,Pokemon,a3-29-talonflame,120,Stage 2,,[],"It has top-notch flying capabilities. It flies<br />around easily, even while carrying prey<br />that weighs more than 220 lbs.",Lightning,1,
A3-030,A3,30,Litten,A3,Celestial Guardians,Common,Fire,Pokemon,a3-30-litten,60,Basic,,[],"If you try too hard to get close to it, it won’t<br />open up to you. Even if you do grow close,<br />giving it too much affection is still a no-no.",Water,1,
A3-032,A3,32,Torracat,A3,Celestial Guardians,Uncommon,Fire,Pokemon,a3-32-torracat,80,Stage 1,,[],"Torracat will let its Trainer coddle it once they’ve<br />grown close, but it’s a powerful, sharp-clawed<br />Pokémon, so its Trainer gets covered in scratches.",Water,1,
A3-033,A3,33,Incineroar ex,A3,Celestial Guardians,Double Rare,Fire,Pokemon,a3-33-incineroar-ex,180,Stage 2,,[],,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-035,A3,35,Salandit,A3,Celestial Guardians,Common,Fire,Pokemon,a3-35-salandit,50,Basic,,[],"It taunts its prey and lures them into narrow,<br />rocky areas where it then sprays them with toxic<br />gas to make them dizzy and take them down.",Water,1,
A3-036,A3,36,Salazzle,A3,Celestial Guardians,Common,Fire,Pokemon,a3-36-salazzle,90,Stage 1,,[],"Salazzle makes its opponents light-headed with<br />poisonous gas, then captivates them with alluring<br />movements to turn them into loyal servants.",Water,1,
A3-039,A3,39,Alolan Sandslash,A3,Celestial Guardians,Uncommon,Water,Pokemon,a3-39-alolan-sandslash,100,Stage 1,,[],"It uses large, hooked claws to cut a path through<br />deep snow as it runs. On snowy mountains, this<br />Sandslash is faster than any other Pokémon.",Metal,1,
A3-042,A3,42,Shellder,A3,Celestial Guardians,Common,Water,Pokemon,a3-42-shellder,70,Basic,,[],"It is encased in a shell that is harder than diamond.<br />Inside, however, it is surprisingly tender.",Lightning,1,
A3-043,A3,43,Cloyster,A3,Celestial Guardians,Uncommon,Water,Pokemon,a3-43-cloyster,110,Stage 1,,[],"Cloyster that live in seas with harsh tidal currents<br />grow large, sharp spikes on their shells.",Lightning,3,
A3-046,A3,46,Popplio,A3,Celestial Guardians,Common,Water,Pokemon,a3-46-popplio,60,Basic,,[],The balloons it inflates with its nose grow<br />larger and larger as it practices day by day.,Lightning,1,
A3-049,A3,49,Crabominable ex,A3,Celestial Guardians,Double Rare,Water,Pokemon,a3-49-crabominable-ex,160,Stage 1,,[],,Metal,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-052,A3,52,Dewpider,A3,Celestial Guardians,Common,Water,Pokemon,a3-52-dewpider,60,Basic,,[],It forms a water bubble at the rear of its body<br />and then covers its head with it. Meeting another<br />Dewpider means comparing water-bubble sizes.,Lightning,1,
A3-053,A3,53,Araquanid,A3,Celestial Guardians,Uncommon,Water,Pokemon,a3-53-araquanid,110,Stage 1,,[],"It launches water bubbles with its legs, drowning prey within the<br />bubbles. This Pokémon can then take its time to savor its meal.",Lightning,2,
A3-057,A3,57,Pikachu,A3,Celestial Guardians,Common,Lightning,Pokemon,a3-57-pikachu,60,Basic,,[],"When it is angered, it immediately discharges the<br />energy stored in the pouches in its cheeks.",Fighting,1,
